transaction_id,student_id,course_id,term_id,internal_marks,external_marks,total_marks,grade_point,result_status,attendance_percentage
TRX_0011495,ST_2019_D006_029,EC_502,T_2021-2022_ODD,29,44,73,8,Pass,65
TRX_0011496,ST_2019_D006_029,EC_503,T_2021-2022_ODD,29,44,73,8,Pass,87
TRX_0011497,ST_2019_D006_029,EC_504,T_2021-2022_ODD,28,44,72,8,Pass,70
TRX_0011498,ST_2019_D006_029,EC_505,T_2021-2022_ODD,20,31,51,6,Pass,65
TRX_0011499,ST_2019_D006_029,EC_506,T_2021-2022_ODD,24,37,61,7,Pass,65
TRX_0011500,ST_2019_D006_030,EC_501,T_2021-2022_ODD,29,44,73,8,Pass,71
TRX_0011501,ST_2019_D006_030,EC_502,T_2021-2022_ODD,26,41,67,7,Pass,70
TRX_0011502,ST_2019_D006_030,EC_503,T_2021-2022_ODD,22,34,56,6,Pass,75
TRX_0011503,ST_2019_D006_030,EC_504,T_2021-2022_ODD,24,38,62,7,Pass,82
TRX_0011504,ST_2019_D006_030,EC_505,T_2021-2022_ODD,30,47,77,8,Pass,71
TRX_0011505,ST_2019_D006_030,EC_506,T_2021-2022_ODD,20,30,50,6,Pass,68
TRX_0011506,ST_2019_D006_031,EC_501,T_2021-2022_ODD,28,42,70,8,Pass,75
TRX_0011507,ST_2019_D006_031,EC_502,T_2021-2022_ODD,24,36,60,7,Pass,66
TRX_0011508,ST_2019_D006_031,EC_503,T_2021-2022_ODD,22,33,55,6,Pass,90
TRX_0011509,ST_2019_D006_031,EC_504,T_2021-2022_ODD,22,35,57,6,Pass,73
TRX_0011510,ST_2019_D006_031,EC_505,T_2021-2022_ODD,31,47,78,8,Pass,81
TRX_0011511,ST_2019_D006_031,EC_506,T_2021-2022_ODD,26,41,67,7,Pass,72
TRX_0011512,ST_2019_D006_032,EC_501,T_2021-2022_ODD,34,52,86,9,Pass,85
TRX_0011513,ST_2019_D006_032,EC_502,T_2021-2022_ODD,35,53,88,9,Pass,90
TRX_0011514,ST_2019_D006_032,EC_503,T_2021-2022_ODD,38,58,96,10,Pass,90
TRX_0011515,ST_2019_D006_032,EC_504,T_2021-2022_ODD,30,46,76,8,Pass,86
TRX_0011516,ST_2019_D006_032,EC_505,T_2021-2022_ODD,35,54,89,9,Pass,99
TRX_0011517,ST_2019_D006_032,EC_506,T_2021-2022_ODD,32,50,82,9,Pass,98
TRX_0011518,ST_2019_D006_033,EC_501,T_2021-2022_ODD,29,45,74,8,Pass,79
TRX_0011519,ST_2019_D006_033,EC_502,T_2021-2022_ODD,31,48,79,8,Pass,78
TRX_0011520,ST_2019_D006_033,EC_503,T_2021-2022_ODD,30,47,77,8,Pass,72
TRX_0011521,ST_2019_D006_033,EC_504,T_2021-2022_ODD,22,33,55,6,Pass,72
TRX_0011522,ST_2019_D006_033,EC_505,T_2021-2022_ODD,31,47,78,8,Pass,82
TRX_0011523,ST_2019_D006_033,EC_506,T_2021-2022_ODD,31,47,78,8,Pass,71
TRX_0011524,ST_2019_D006_034,EC_501,T_2021-2022_ODD,39,59,98,10,Pass,97
TRX_0011525,ST_2019_D006_034,EC_502,T_2021-2022_ODD,33,50,83,9,Pass,91
TRX_0011526,ST_2019_D006_034,EC_503,T_2021-2022_ODD,36,54,90,10,Pass,100
TRX_0011527,ST_2019_D006_034,EC_504,T_2021-2022_ODD,36,55,91,10,Pass,87
TRX_0011528,ST_2019_D006_034,EC_505,T_2021-2022_ODD,38,59,97,10,Pass,95
TRX_0011529,ST_2019_D006_034,EC_506,T_2021-2022_ODD,38,57,95,10,Pass,88
TRX_0011530,ST_2019_D006_035,EC_501,T_2021-2022_ODD,31,48,79,8,Pass,82
TRX_0011531,ST_2019_D006_035,EC_502,T_2021-2022_ODD,29,45,74,8,Pass,90
TRX_0011532,ST_2019_D006_035,EC_503,T_2021-2022_ODD,24,38,62,7,Pass,89
TRX_0011533,ST_2019_D006_035,EC_504,T_2021-2022_ODD,24,38,62,7,Pass,70
TRX_0011534,ST_2019_D006_035,EC_505,T_2021-2022_ODD,21,32,53,6,Pass,79
TRX_0011535,ST_2019_D006_035,EC_506,T_2021-2022_ODD,25,38,63,7,Pass,72
TRX_0011536,ST_2019_D006_036,EC_501,T_2021-2022_ODD,23,36,59,6,Pass,82
TRX_0011537,ST_2019_D006_036,EC_502,T_2021-2022_ODD,21,32,53,6,Pass,89
TRX_0011538,ST_2019_D006_036,EC_503,T_2021-2022_ODD,20,32,52,6,Pass,65
TRX_0011539,ST_2019_D006_036,EC_504,T_2021-2022_ODD,21,33,54,6,Pass,71
TRX_0011540,ST_2019_D006_036,EC_505,T_2021-2022_ODD,26,40,66,7,Pass,86
TRX_0011541,ST_2019_D006_036,EC_506,T_2021-2022_ODD,22,33,55,6,Pass,90
TRX_0011542,ST_2019_D006_037,EC_501,T_2021-2022_ODD,31,47,78,8,Pass,71
TRX_0011543,ST_2019_D006_037,EC_502,T_2021-2022_ODD,28,44,72,8,Pass,72
TRX_0011544,ST_2019_D006_037,EC_503,T_2021-2022_ODD,21,33,54,6,Pass,84
TRX_0011545,ST_2019_D006_037,EC_504,T_2021-2022_ODD,28,43,71,8,Pass,68
TRX_0011546,ST_2019_D006_037,EC_505,T_2021-2022_ODD,30,47,77,8,Pass,82
TRX_0011547,ST_2019_D006_037,EC_506,T_2021-2022_ODD,29,44,73,8,Pass,81
TRX_0011548,ST_2019_D006_038,EC_501,T_2021-2022_ODD,24,37,61,7,Pass,72
TRX_0011549,ST_2019_D006_038,EC_502,T_2021-2022_ODD,25,39,64,7,Pass,70
TRX_0011550,ST_2019_D006_038,EC_503,T_2021-2022_ODD,27,42,69,7,Pass,88
TRX_0011551,ST_2019_D006_038,EC_504,T_2021-2022_ODD,30,47,77,8,Pass,88
TRX_0011552,ST_2019_D006_038,EC_505,T_2021-2022_ODD,26,40,66,7,Pass,67
TRX_0011553,ST_2019_D006_038,EC_506,T_2021-2022_ODD,24,36,60,7,Pass,80
TRX_0011554,ST_2019_D006_039,EC_501,T_2021-2022_ODD,32,48,80,9,Pass,87
TRX_0011555,ST_2019_D006_039,EC_502,T_2021-2022_ODD,29,44,73,8,Pass,89
TRX_0011556,ST_2019_D006_039,EC_503,T_2021-2022_ODD,20,30,50,6,Pass,87
TRX_0011557,ST_2019_D006_039,EC_504,T_2021-2022_ODD,32,48,80,9,Pass,77
TRX_0011558,ST_2019_D006_039,EC_505,T_2021-2022_ODD,26,39,65,7,Pass,80
TRX_0011559,ST_2019_D006_039,EC_506,T_2021-2022_ODD,21,32,53,6,Pass,77
TRX_0011560,ST_2019_D006_040,EC_501,T_2021-2022_ODD,20,32,52,6,Debarred,42
TRX_0011561,ST_2019_D006_040,EC_502,T_2021-2022_ODD,14,21,35,0,Fail,63
TRX_0011562,ST_2019_D006_040,EC_503,T_2021-2022_ODD,23,36,59,6,Debarred,40
TRX_0011563,ST_2019_D006_040,EC_504,T_2021-2022_ODD,12,19,31,0,Fail,73
TRX_0011564,ST_2019_D006_040,EC_505,T_2021-2022_ODD,16,24,40,0,Fail,57
TRX_0011565,ST_2019_D006_040,EC_506,T_2021-2022_ODD,13,20,33,0,Debarred,44
TRX_0011566,ST_2019_D006_041,EC_501,T_2021-2022_ODD,27,42,69,7,Pass,79
TRX_0011567,ST_2019_D006_041,EC_502,T_2021-2022_ODD,32,48,80,9,Pass,79
TRX_0011568,ST_2019_D006_041,EC_503,T_2021-2022_ODD,21,32,53,6,Pass,78
TRX_0011569,ST_2019_D006_041,EC_504,T_2021-2022_ODD,31,48,79,8,Pass,79
TRX_0011570,ST_2019_D006_041,EC_505,T_2021-2022_ODD,28,44,72,8,Pass,81
TRX_0011571,ST_2019_D006_041,EC_506,T_2021-2022_ODD,24,37,61,7,Pass,68
TRX_0011572,ST_2019_D006_042,EC_501,T_2021-2022_ODD,25,38,63,7,Pass,83
TRX_0011573,ST_2019_D006_042,EC_502,T_2021-2022_ODD,30,47,77,8,Pass,83
TRX_0011574,ST_2019_D006_042,EC_503,T_2021-2022_ODD,28,42,70,8,Pass,82
TRX_0011575,ST_2019_D006_042,EC_504,T_2021-2022_ODD,26,41,67,7,Pass,72
TRX_0011576,ST_2019_D006_042,EC_505,T_2021-2022_ODD,23,36,59,6,Pass,87
TRX_0011577,ST_2019_D006_042,EC_506,T_2021-2022_ODD,28,43,71,8,Pass,76
TRX_0011578,ST_2019_D006_043,EC_501,T_2021-2022_ODD,14,22,36,0,Fail,71
TRX_0011579,ST_2019_D006_043,EC_502,T_2021-2022_ODD,13,21,34,0,Debarred,41
TRX_0011580,ST_2019_D006_043,EC_503,T_2021-2022_ODD,19,30,49,5,Pass,65
TRX_0011581,ST_2019_D006_043,EC_504,T_2021-2022_ODD,20,30,50,6,Pass,63
TRX_0011582,ST_2019_D006_043,EC_505,T_2021-2022_ODD,19,30,49,5,Pass,74
TRX_0011583,ST_2019_D006_043,EC_506,T_2021-2022_ODD,18,29,47,5,Pass,50
TRX_0011584,ST_2019_D006_044,EC_501,T_2021-2022_ODD,30,46,76,8,Pass,83
TRX_0011585,ST_2019_D006_044,EC_502,T_2021-2022_ODD,21,33,54,6,Pass,68
TRX_0011586,ST_2019_D006_044,EC_503,T_2021-2022_ODD,25,39,64,7,Pass,75
TRX_0011587,ST_2019_D006_044,EC_504,T_2021-2022_ODD,23,36,59,6,Pass,71
TRX_0011588,ST_2019_D006_044,EC_505,T_2021-2022_ODD,26,40,66,7,Pass,84
TRX_0011589,ST_2019_D006_044,EC_506,T_2021-2022_ODD,27,41,68,7,Pass,83
TRX_0011590,ST_2019_D006_045,EC_501,T_2021-2022_ODD,18,28,46,5,Pass,50
TRX_0011591,ST_2019_D006_045,EC_502,T_2021-2022_ODD,15,24,39,0,Fail,60
TRX_0011592,ST_2019_D006_045,EC_503,T_2021-2022_ODD,20,32,52,6,Pass,57
TRX_0011593,ST_2019_D006_045,EC_504,T_2021-2022_ODD,21,32,53,6,Debarred,40
TRX_0011594,ST_2019_D006_045,EC_505,T_2021-2022_ODD,13,20,33,0,Fail,59
TRX_0011595,ST_2019_D006_045,EC_506,T_2021-2022_ODD,21,32,53,6,Debarred,41
TRX_0011596,ST_2020_D001_001,CS_301,T_2021-2022_ODD,38,59,97,10,Pass,93
TRX_0011597,ST_2020_D001_001,CS_302,T_2021-2022_ODD,32,49,81,9,Pass,100
TRX_0011598,ST_2020_D001_001,CS_303,T_2021-2022_ODD,36,54,90,10,Pass,98
TRX_0011599,ST_2020_D001_001,CS_304,T_2021-2022_ODD,31,48,79,8,Pass,94
TRX_0011600,ST_2020_D001_001,CS_305,T_2021-2022_ODD,38,57,95,10,Pass,99
TRX_0011601,ST_2020_D001_001,CS_306,T_2021-2022_ODD,36,56,92,10,Pass,97
TRX_0011602,ST_2020_D001_002,CS_301,T_2021-2022_ODD,36,56,92,10,Pass,85
TRX_0011603,ST_2020_D001_002,CS_302,T_2021-2022_ODD,36,56,92,10,Pass,85
TRX_0011604,ST_2020_D001_002,CS_303,T_2021-2022_ODD,34,52,86,9,Pass,99
TRX_0011605,ST_2020_D001_002,CS_304,T_2021-2022_ODD,34,51,85,9,Pass,100
TRX_0011606,ST_2020_D001_002,CS_305,T_2021-2022_ODD,39,59,98,10,Pass,96
TRX_0011607,ST_2020_D001_002,CS_306,T_2021-2022_ODD,35,54,89,9,Pass,94
TRX_0011608,ST_2020_D001_003,CS_301,T_2021-2022_ODD,31,48,79,8,Pass,93
TRX_0011609,ST_2020_D001_003,CS_302,T_2021-2022_ODD,38,58,96,10,Pass,91
TRX_0011610,ST_2020_D001_003,CS_303,T_2021-2022_ODD,32,48,80,9,Pass,94
TRX_0011611,ST_2020_D001_003,CS_304,T_2021-2022_ODD,36,55,91,10,Pass,98
TRX_0011612,ST_2020_D001_003,CS_305,T_2021-2022_ODD,34,52,86,9,Pass,92
TRX_0011613,ST_2020_D001_003,CS_306,T_2021-2022_ODD,37,56,93,10,Pass,99
TRX_0011614,ST_2020_D001_004,CS_301,T_2021-2022_ODD,24,36,60,7,Pass,85
TRX_0011615,ST_2020_D001_004,CS_302,T_2021-2022_ODD,24,38,62,7,Pass,71
TRX_0011616,ST_2020_D001_004,CS_303,T_2021-2022_ODD,27,41,68,7,Pass,88
TRX_0011617,ST_2020_D001_004,CS_304,T_2021-2022_ODD,30,45,75,8,Pass,82
TRX_0011618,ST_2020_D001_004,CS_305,T_2021-2022_ODD,21,32,53,6,Pass,82
TRX_0011619,ST_2020_D001_004,CS_306,T_2021-2022_ODD,23,36,59,6,Pass,77
TRX_0011620,ST_2020_D001_005,CS_301,T_2021-2022_ODD,10,16,26,0,Fail,74
TRX_0011621,ST_2020_D001_005,CS_302,T_2021-2022_ODD,17,26,43,0,Fail,56
TRX_0011622,ST_2020_D001_005,CS_303,T_2021-2022_ODD,10,15,25,0,Fail,60
TRX_0011623,ST_2020_D001_005,CS_304,T_2021-2022_ODD,22,35,57,6,Pass,50
TRX_0011624,ST_2020_D001_005,CS_305,T_2021-2022_ODD,10,15,25,0,Fail,65
TRX_0011625,ST_2020_D001_005,CS_306,T_2021-2022_ODD,14,21,35,0,Fail,60
TRX_0011626,ST_2020_D001_006,CS_301,T_2021-2022_ODD,30,46,76,8,Pass,88
TRX_0011627,ST_2020_D001_006,CS_302,T_2021-2022_ODD,34,53,87,9,Pass,90
TRX_0011628,ST_2020_D001_006,CS_303,T_2021-2022_ODD,35,54,89,9,Pass,89
TRX_0011629,ST_2020_D001_006,CS_304,T_2021-2022_ODD,34,53,87,9,Pass,86
TRX_0011630,ST_2020_D001_006,CS_305,T_2021-2022_ODD,34,52,86,9,Pass,97
TRX_0011631,ST_2020_D001_006,CS_306,T_2021-2022_ODD,30,45,75,8,Pass,86
TRX_0011632,ST_2020_D001_007,CS_301,T_2021-2022_ODD,22,33,55,6,Pass,82
TRX_0011633,ST_2020_D001_007,CS_302,T_2021-2022_ODD,26,41,67,7,Pass,73
TRX_0011634,ST_2020_D001_007,CS_303,T_2021-2022_ODD,24,37,61,7,Pass,73
TRX_0011635,ST_2020_D001_007,CS_304,T_2021-2022_ODD,21,32,53,6,Pass,81
TRX_0011636,ST_2020_D001_007,CS_305,T_2021-2022_ODD,22,35,57,6,Pass,89
TRX_0011637,ST_2020_D001_007,CS_306,T_2021-2022_ODD,26,41,67,7,Pass,65
TRX_0011638,ST_2020_D001_008,CS_301,T_2021-2022_ODD,39,59,98,10,Pass,91
TRX_0011639,ST_2020_D001_008,CS_302,T_2021-2022_ODD,34,51,85,9,Pass,86
TRX_0011640,ST_2020_D001_008,CS_303,T_2021-2022_ODD,34,52,86,9,Pass,100
TRX_0011641,ST_2020_D001_008,CS_304,T_2021-2022_ODD,38,58,96,10,Pass,92
TRX_0011642,ST_2020_D001_008,CS_305,T_2021-2022_ODD,34,51,85,9,Pass,100
TRX_0011643,ST_2020_D001_008,CS_306,T_2021-2022_ODD,36,56,92,10,Pass,88
TRX_0011644,ST_2020_D001_009,CS_301,T_2021-2022_ODD,36,54,90,10,Pass,96
TRX_0011645,ST_2020_D001_009,CS_302,T_2021-2022_ODD,30,47,77,8,Pass,92
TRX_0011646,ST_2020_D001_009,CS_303,T_2021-2022_ODD,35,54,89,9,Pass,89
TRX_0011647,ST_2020_D001_009,CS_304,T_2021-2022_ODD,30,47,77,8,Pass,96
TRX_0011648,ST_2020_D001_009,CS_305,T_2021-2022_ODD,30,45,75,8,Pass,86
TRX_0011649,ST_2020_D001_009,CS_306,T_2021-2022_ODD,31,47,78,8,Pass,91
TRX_0011650,ST_2020_D001_010,CS_301,T_2021-2022_ODD,40,60,100,10,Pass,96
TRX_0011651,ST_2020_D001_010,CS_302,T_2021-2022_ODD,39,59,98,10,Pass,97
TRX_0011652,ST_2020_D001_010,CS_303,T_2021-2022_ODD,32,48,80,9,Pass,97
TRX_0011653,ST_2020_D001_010,CS_304,T_2021-2022_ODD,38,59,97,10,Pass,96
TRX_0011654,ST_2020_D001_010,CS_305,T_2021-2022_ODD,30,47,77,8,Pass,91
TRX_0011655,ST_2020_D001_010,CS_306,T_2021-2022_ODD,35,54,89,9,Pass,96
TRX_0011656,ST_2020_D001_011,CS_301,T_2021-2022_ODD,21,32,53,6,Pass,74
TRX_0011657,ST_2020_D001_011,CS_302,T_2021-2022_ODD,23,35,58,6,Pass,82
TRX_0011658,ST_2020_D001_011,CS_303,T_2021-2022_ODD,27,41,68,7,Pass,89
TRX_0011659,ST_2020_D001_011,CS_304,T_2021-2022_ODD,30,46,76,8,Pass,71
TRX_0011660,ST_2020_D001_011,CS_305,T_2021-2022_ODD,26,41,67,7,Pass,79
TRX_0011661,ST_2020_D001_011,CS_306,T_2021-2022_ODD,30,47,77,8,Pass,86
TRX_0011662,ST_2020_D001_012,CS_301,T_2021-2022_ODD,25,38,63,7,Pass,74
TRX_0011663,ST_2020_D001_012,CS_302,T_2021-2022_ODD,27,41,68,7,Pass,79
TRX_0011664,ST_2020_D001_012,CS_303,T_2021-2022_ODD,26,40,66,7,Pass,66
TRX_0011665,ST_2020_D001_012,CS_304,T_2021-2022_ODD,26,39,65,7,Pass,89
TRX_0011666,ST_2020_D001_012,CS_305,T_2021-2022_ODD,31,48,79,8,Pass,88
TRX_0011667,ST_2020_D001_012,CS_306,T_2021-2022_ODD,28,42,70,8,Pass,65
TRX_0011668,ST_2020_D001_013,CS_301,T_2021-2022_ODD,36,55,91,10,Pass,88
TRX_0011669,ST_2020_D001_013,CS_302,T_2021-2022_ODD,32,50,82,9,Pass,100
TRX_0011670,ST_2020_D001_013,CS_303,T_2021-2022_ODD,38,59,97,10,Pass,98
TRX_0011671,ST_2020_D001_013,CS_304,T_2021-2022_ODD,30,45,75,8,Pass,86
TRX_0011672,ST_2020_D001_013,CS_305,T_2021-2022_ODD,38,57,95,10,Pass,88
TRX_0011673,ST_2020_D001_013,CS_306,T_2021-2022_ODD,36,54,90,10,Pass,91
TRX_0011674,ST_2020_D001_014,CS_301,T_2021-2022_ODD,31,47,78,8,Pass,76
TRX_0011675,ST_2020_D001_014,CS_302,T_2021-2022_ODD,21,32,53,6,Pass,87
TRX_0011676,ST_2020_D001_014,CS_303,T_2021-2022_ODD,22,35,57,6,Pass,66
TRX_0011677,ST_2020_D001_014,CS_304,T_2021-2022_ODD,31,48,79,8,Pass,73
TRX_0011678,ST_2020_D001_014,CS_305,T_2021-2022_ODD,23,36,59,6,Pass,74
TRX_0011679,ST_2020_D001_014,CS_306,T_2021-2022_ODD,21,33,54,6,Pass,73
TRX_0011680,ST_2020_D001_015,CS_301,T_2021-2022_ODD,20,30,50,6,Debarred,42
TRX_0011681,ST_2020_D001_015,CS_302,T_2021-2022_ODD,16,26,42,0,Fail,70
TRX_0011682,ST_2020_D001_015,CS_303,T_2021-2022_ODD,20,32,52,6,Pass,61
TRX_0011683,ST_2020_D001_015,CS_304,T_2021-2022_ODD,20,30,50,6,Pass,75
TRX_0011684,ST_2020_D001_015,CS_305,T_2021-2022_ODD,14,21,35,0,Fail,63
TRX_0011685,ST_2020_D001_015,CS_306,T_2021-2022_ODD,10,17,27,0,Fail,59
TRX_0011686,ST_2020_D001_016,CS_301,T_2021-2022_ODD,21,33,54,6,Pass,77
TRX_0011687,ST_2020_D001_016,CS_302,T_2021-2022_ODD,29,45,74,8,Pass,90
TRX_0011688,ST_2020_D001_016,CS_303,T_2021-2022_ODD,21,32,53,6,Pass,69
TRX_0011689,ST_2020_D001_016,CS_304,T_2021-2022_ODD,31,48,79,8,Pass,75
TRX_0011690,ST_2020_D001_016,CS_305,T_2021-2022_ODD,27,42,69,7,Pass,76
TRX_0011691,ST_2020_D001_016,CS_306,T_2021-2022_ODD,25,38,63,7,Pass,84
TRX_0011692,ST_2020_D001_017,CS_301,T_2021-2022_ODD,32,49,81,9,Pass,100
TRX_0011693,ST_2020_D001_017,CS_302,T_2021-2022_ODD,36,54,90,10,Pass,95
TRX_0011694,ST_2020_D001_017,CS_303,T_2021-2022_ODD,32,48,80,9,Pass,90
TRX_0011695,ST_2020_D001_017,CS_304,T_2021-2022_ODD,31,47,78,8,Pass,90
TRX_0011696,ST_2020_D001_017,CS_305,T_2021-2022_ODD,34,51,85,9,Pass,85
TRX_0011697,ST_2020_D001_017,CS_306,T_2021-2022_ODD,33,50,83,9,Pass,92
TRX_0011698,ST_2020_D001_018,CS_301,T_2021-2022_ODD,28,42,70,8,Pass,85
TRX_0011699,ST_2020_D001_018,CS_302,T_2021-2022_ODD,23,36,59,6,Pass,86
TRX_0011700,ST_2020_D001_018,CS_303,T_2021-2022_ODD,30,45,75,8,Pass,79
TRX_0011701,ST_2020_D001_018,CS_304,T_2021-2022_ODD,23,35,58,6,Pass,65
TRX_0011702,ST_2020_D001_018,CS_305,T_2021-2022_ODD,23,36,59,6,Pass,80
TRX_0011703,ST_2020_D001_018,CS_306,T_2021-2022_ODD,31,47,78,8,Pass,80
TRX_0011704,ST_2020_D001_019,CS_301,T_2021-2022_ODD,23,36,59,6,Pass,77
TRX_0011705,ST_2020_D001_019,CS_302,T_2021-2022_ODD,23,36,59,6,Pass,82
TRX_0011706,ST_2020_D001_019,CS_303,T_2021-2022_ODD,30,45,75,8,Pass,86
TRX_0011707,ST_2020_D001_019,CS_304,T_2021-2022_ODD,24,37,61,7,Pass,75
TRX_0011708,ST_2020_D001_019,CS_305,T_2021-2022_ODD,22,35,57,6,Pass,84
TRX_0011709,ST_2020_D001_019,CS_306,T_2021-2022_ODD,25,38,63,7,Pass,84
TRX_0011710,ST_2020_D001_020,CS_301,T_2021-2022_ODD,14,21,35,0,Fail,60
TRX_0011711,ST_2020_D001_020,CS_302,T_2021-2022_ODD,15,24,39,0,Debarred,46
TRX_0011712,ST_2020_D001_020,CS_303,T_2021-2022_ODD,15,24,39,0,Fail,74
TRX_0011713,ST_2020_D001_020,CS_304,T_2021-2022_ODD,10,15,25,0,Fail,60
TRX_0011714,ST_2020_D001_020,CS_305,T_2021-2022_ODD,12,18,30,0,Fail,71
TRX_0011715,ST_2020_D001_020,CS_306,T_2021-2022_ODD,17,26,43,0,Debarred,48
TRX_0011716,ST_2020_D001_021,CS_301,T_2021-2022_ODD,29,44,73,8,Pass,75
TRX_0011717,ST_2020_D001_021,CS_302,T_2021-2022_ODD,22,34,56,6,Pass,76
TRX_0011718,ST_2020_D001_021,CS_303,T_2021-2022_ODD,22,33,55,6,Pass,68
TRX_0011719,ST_2020_D001_021,CS_304,T_2021-2022_ODD,30,46,76,8,Pass,87
TRX_0011720,ST_2020_D001_021,CS_305,T_2021-2022_ODD,20,31,51,6,Pass,84
TRX_0011721,ST_2020_D001_021,CS_306,T_2021-2022_ODD,29,44,73,8,Pass,65
TRX_0011722,ST_2020_D001_022,CS_301,T_2021-2022_ODD,35,54,89,9,Pass,92
TRX_0011723,ST_2020_D001_022,CS_302,T_2021-2022_ODD,38,58,96,10,Pass,89
TRX_0011724,ST_2020_D001_022,CS_303,T_2021-2022_ODD,30,47,77,8,Pass,90
TRX_0011725,ST_2020_D001_022,CS_304,T_2021-2022_ODD,38,59,97,10,Pass,87
TRX_0011726,ST_2020_D001_022,CS_305,T_2021-2022_ODD,33,51,84,9,Pass,100
TRX_0011727,ST_2020_D001_022,CS_306,T_2021-2022_ODD,38,57,95,10,Pass,89
TRX_0011728,ST_2020_D001_023,CS_301,T_2021-2022_ODD,22,34,56,6,Pass,69
TRX_0011729,ST_2020_D001_023,CS_302,T_2021-2022_ODD,20,32,52,6,Pass,50
TRX_0011730,ST_2020_D001_023,CS_303,T_2021-2022_ODD,23,36,59,6,Pass,57
TRX_0011731,ST_2020_D001_023,CS_304,T_2021-2022_ODD,16,24,40,0,Fail,74
TRX_0011732,ST_2020_D001_023,CS_305,T_2021-2022_ODD,24,36,60,7,Pass,62
TRX_0011733,ST_2020_D001_023,CS_306,T_2021-2022_ODD,18,27,45,5,Pass,60
TRX_0011734,ST_2020_D001_024,CS_301,T_2021-2022_ODD,24,36,60,7,Pass,82
TRX_0011735,ST_2020_D001_024,CS_302,T_2021-2022_ODD,22,33,55,6,Pass,70
TRX_0011736,ST_2020_D001_024,CS_303,T_2021-2022_ODD,28,43,71,8,Pass,83
TRX_0011737,ST_2020_D001_024,CS_304,T_2021-2022_ODD,22,33,55,6,Pass,74
TRX_0011738,ST_2020_D001_024,CS_305,T_2021-2022_ODD,30,46,76,8,Pass,86
TRX_0011739,ST_2020_D001_024,CS_306,T_2021-2022_ODD,21,33,54,6,Pass,76
TRX_0011740,ST_2020_D001_025,CS_301,T_2021-2022_ODD,32,48,80,9,Pass,95
TRX_0011741,ST_2020_D001_025,CS_302,T_2021-2022_ODD,32,48,80,9,Pass,97
TRX_0011742,ST_2020_D001_025,CS_303,T_2021-2022_ODD,36,56,92,10,Pass,95
TRX_0011743,ST_2020_D001_025,CS_304,T_2021-2022_ODD,38,58,96,10,Pass,96
TRX_0011744,ST_2020_D001_025,CS_305,T_2021-2022_ODD,35,54,89,9,Pass,87
TRX_0011745,ST_2020_D001_025,CS_306,T_2021-2022_ODD,30,46,76,8,Pass,87
TRX_0011746,ST_2020_D001_026,CS_301,T_2021-2022_ODD,31,48,79,8,Pass,75
TRX_0011747,ST_2020_D001_026,CS_302,T_2021-2022_ODD,26,40,66,7,Pass,66
TRX_0011748,ST_2020_D001_026,CS_303,T_2021-2022_ODD,20,31,51,6,Pass,85
TRX_0011749,ST_2020_D001_026,CS_304,T_2021-2022_ODD,23,36,59,6,Pass,76
TRX_0011750,ST_2020_D001_026,CS_305,T_2021-2022_ODD,20,32,52,6,Pass,84
TRX_0011751,ST_2020_D001_026,CS_306,T_2021-2022_ODD,25,39,64,7,Pass,73
TRX_0011752,ST_2020_D001_027,CS_301,T_2021-2022_ODD,23,36,59,6,Pass,79
TRX_0011753,ST_2020_D001_027,CS_302,T_2021-2022_ODD,26,39,65,7,Pass,73
TRX_0011754,ST_2020_D001_027,CS_303,T_2021-2022_ODD,29,45,74,8,Pass,72
TRX_0011755,ST_2020_D001_027,CS_304,T_2021-2022_ODD,28,42,70,8,Pass,76
TRX_0011756,ST_2020_D001_027,CS_305,T_2021-2022_ODD,24,37,61,7,Pass,71
TRX_0011757,ST_2020_D001_027,CS_306,T_2021-2022_ODD,21,33,54,6,Pass,89
TRX_0011758,ST_2020_D001_028,CS_301,T_2021-2022_ODD,25,39,64,7,Pass,74
TRX_0011759,ST_2020_D001_028,CS_302,T_2021-2022_ODD,29,44,73,8,Pass,81
TRX_0011760,ST_2020_D001_028,CS_303,T_2021-2022_ODD,30,47,77,8,Pass,88
TRX_0011761,ST_2020_D001_028,CS_304,T_2021-2022_ODD,23,36,59,6,Pass,88
TRX_0011762,ST_2020_D001_028,CS_305,T_2021-2022_ODD,30,46,76,8,Pass,68
TRX_0011763,ST_2020_D001_028,CS_306,T_2021-2022_ODD,30,47,77,8,Pass,90
TRX_0011764,ST_2020_D001_029,CS_301,T_2021-2022_ODD,21,32,53,6,Pass,79
TRX_0011765,ST_2020_D001_029,CS_302,T_2021-2022_ODD,27,41,68,7,Pass,76
TRX_0011766,ST_2020_D001_029,CS_303,T_2021-2022_ODD,28,44,72,8,Pass,74
TRX_0011767,ST_2020_D001_029,CS_304,T_2021-2022_ODD,27,41,68,7,Pass,90
TRX_0011768,ST_2020_D001_029,CS_305,T_2021-2022_ODD,22,34,56,6,Pass,79
TRX_0011769,ST_2020_D001_029,CS_306,T_2021-2022_ODD,23,36,59,6,Pass,73
TRX_0011770,ST_2020_D001_030,CS_301,T_2021-2022_ODD,22,34,56,6,Pass,84
TRX_0011771,ST_2020_D001_030,CS_302,T_2021-2022_ODD,24,36,60,7,Pass,66
TRX_0011772,ST_2020_D001_030,CS_303,T_2021-2022_ODD,26,39,65,7,Pass,72
